Area,Element Code,Element,Item Code,Item,Year,Unit,Value,Flag Description
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2009,m3,4000,Figure from international organizations
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2010,m3,3000,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2011,m3,1000,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2012,m3,0,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2013,m3,46,Figure from international organizations
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2014,m3,27,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2015,m3,40,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2016,m3,0,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2017,m3,180,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2018,m3,759,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2019,m3,1824,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2020,m3,1333,Official figure
Canada,5916,Export Quantity,1657,"Industrial roundwood, non-coniferous tropical (export/import)",2021,m3,1890,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1990,m3,611643,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1991,m3,947000,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1992,m3,989000,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1993,m3,954000,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1994,m3,1437800,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1995,m3,1470100,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1996,m3,1316000,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1997,m3,1841000,Official figure
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1998,m3,1539600,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1999,m3,1737390,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2000,m3,1985180,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2001,m3,2214000,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2002,m3,2575000,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2003,m3,2081000,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2004,m3,2395000,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2005,m3,2003000,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2006,m3,1900000,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2007,m3,1614995,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2008,m3,1570559,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2009,m3,1445000,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2010,m3,1770662,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2011,m3,1712689,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2012,m3,1764812,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2013,m3,1595813,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2014,m3,1592785,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2015,m3,1744115,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2016,m3,1674846,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2017,m3,1569033,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2018,m3,1435299,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2019,m3,1360912,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2020,m3,1052664,Figure from international organizations
Canada,5616,Import Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2021,m3,1190728,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1990,m3,111727,Official figure
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1991,m3,226000,Official figure
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1992,m3,117000,Official figure
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1993,m3,127000,Official figure
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1994,m3,307000,Official figure
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1995,m3,457800,Official figure
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1996,m3,348000,Official figure
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1997,m3,307000,Official figure
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1998,m3,292200,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",1999,m3,281718,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2000,m3,308114,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2001,m3,291000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2002,m3,359000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2003,m3,311000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2004,m3,325000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2005,m3,427000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2006,m3,292700,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2007,m3,188865,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2008,m3,175000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2009,m3,244000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2010,m3,263000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2011,m3,254494,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2012,m3,421000,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2013,m3,370397,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2014,m3,437794,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2015,m3,483998,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2016,m3,556554,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2017,m3,721972,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2018,m3,477276,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2019,m3,432847,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2020,m3,444409,Figure from international organizations
Canada,5916,Export Quantity,1670,"Industrial roundwood, non-coniferous non-tropical (export/import)",2021,m3,321809,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1961,m3,45369008,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1962,m3,51231008,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1963,m3,54599008,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1964,m3,57961008,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1965,m3,58741008,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1966,m3,59222000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1967,m3,58919008,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1968,m3,63368000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1969,m3,69746000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1970,m3,71266000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1971,m3,73508000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1972,m3,76320000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1973,m3,91855000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1974,m3,80640000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1975,m3,69313000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1976,m3,92779000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1977,m3,98590000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1978,m3,106749000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1979,m3,109075000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1980,m3,104753000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1981,m3,91886000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1982,m3,85178000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1983,m3,106900000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1984,m3,112375000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1985,m3,114252000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1986,m3,119703000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1987,m3,135122000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1988,m3,132601000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1989,m3,131846000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1990,m3,110698000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1991,m3,112107000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1992,m3,122150000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1993,m3,128532000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1994,m3,131289000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1995,m3,136554000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1996,m3,137900000,Imputed value
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1997,m3,139300000,Imputed value
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1998,m3,127760000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",1999,m3,146696000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2000,m3,149636000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2001,m3,138517000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2002,m3,148722000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2003,m3,130749000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2004,m3,155725000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2005,m3,154534000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2006,m3,139341000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2007,m3,126008000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2008,m3,103257000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2009,m3,83148000,Figure from international organizations
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2010,m3,104984050,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2011,m3,111437977,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2012,m3,111438000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2013,m3,116214995,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2014,m3,115760436,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2015,m3,118075650,Imputed value
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2016,m3,120209000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2017,m3,119510000,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2018,m3,122952449,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2019,m3,108826666,Official figure
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2020,m3,110786354,Estimated value
Canada,5516,Production,1601,"Sawlogs and veneer logs, coniferous",2021,m3,110786354,Estimated value
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1961,m3,709000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1962,m3,1039300,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1963,m3,1028200,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1964,m3,1164700,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1965,m3,1496100,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1966,m3,1047800,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1967,m3,1144200,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1968,m3,1397100,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1969,m3,1312600,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1970,m3,1303600,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1971,m3,1535000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1972,m3,2336000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1973,m3,1915500,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1974,m3,1530100,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1975,m3,1417200,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1976,m3,1720000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1977,m3,1538000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1978,m3,1685000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1979,m3,1921700,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1980,m3,1628900,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1981,m3,1277000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1982,m3,1324500,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1983,m3,2038000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1984,m3,2357700,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1985,m3,2515700,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1986,m3,2590000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1987,m3,2399000,Official figure
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1988,m3,2806000,Imputed value
Canada,5616,Import Quantity,1601,"Sawlogs and veneer logs, coniferous",1989,m3,2457000,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1961,m3,318500,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1962,m3,185600,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1963,m3,340200,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1964,m3,215200,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1965,m3,212600,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1966,m3,445000,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1967,m3,760000,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1968,m3,634900,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1969,m3,430200,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1970,m3,1210800,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1971,m3,703000,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1972,m3,244100,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1973,m3,158000,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1974,m3,668300,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1975,m3,377200,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1976,m3,512900,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1977,m3,862100,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1978,m3,622800,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1979,m3,794600,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1980,m3,1050200,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1981,m3,908000,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1982,m3,1157800,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1983,m3,2035400,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1984,m3,3178200,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1985,m3,2413900,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1986,m3,2513300,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1987,m3,3276800,Official figure
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1988,m3,2805000,Imputed value
Canada,5916,Export Quantity,1601,"Sawlogs and veneer logs, coniferous",1989,m3,1659000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1961,m3,2350000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1962,m3,2435000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1963,m3,5400000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1964,m3,3963000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1965,m3,3883000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1966,m3,4445000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1967,m3,4406000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1968,m3,4078000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1969,m3,3710000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1970,m3,4379000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1971,m3,4441000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1972,m3,4893000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1973,m3,5032000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1974,m3,4656000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1975,m3,4230000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1976,m3,4364000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1977,m3,5128000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1978,m3,4800000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1979,m3,5345000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1980,m3,5199000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1981,m3,4396000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1982,m3,3965000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1983,m3,4350000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1984,m3,4850000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1985,m3,5065000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1986,m3,5634000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1987,m3,5788000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1988,m3,6237000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1989,m3,6284000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1990,m3,6564000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1991,m3,6432000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1992,m3,7418000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1993,m3,9208000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1994,m3,11237000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1995,m3,12282000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1996,m3,12282000,Imputed value
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1997,m3,12282000,Imputed value
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1998,m3,14509000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",1999,m3,15163000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2000,m3,17018000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2001,m3,15900000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2002,m3,15665000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2003,m3,16100000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2004,m3,17383000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2005,m3,17944000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2006,m3,14462000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2007,m3,9069000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2008,m3,7432000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2009,m3,5984000,Figure from international organizations
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2010,m3,7555950,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2011,m3,6597800,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2012,m3,6598000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2013,m3,9872866,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2014,m3,10848238,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2015,m3,11065200,Imputed value
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2016,m3,16234000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2017,m3,17126000,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2018,m3,15538016,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2019,m3,12508538,Official figure
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2020,m3,12782081,Estimated value
Canada,5516,Production,1604,"Sawlogs and veneer logs, non-coniferous",2021,m3,12782081,Estimated value
Canada,5616,Import Quantity,1604,"Sawlogs and veneer logs, non-coniferous",1964,m3,252700,Official figure
Canada,5616,Import Quantity,1604,"Sawlogs and veneer logs, non-coniferous",1965,m3,249200,Official figure
Canada,5616,Import Quantity,1604,"Sawlogs and veneer logs, non-coniferous",1966,m3,287900,Official figure
Canada,5616,Import Quantity,1604,"Sawlogs and veneer logs, non-coniferous",1967,m3,392400,Official figure
Canada,5616,Import Quantity,1604,"Sawlogs and veneer logs, non-coniferous",1968,m3,325800,Official figure
Canada,5616,Import Quantity,1604,"Sawlogs and veneer logs, non-coniferous",1969,m3,287300,Official figure
Canada,5616,Import Quantity,1604,"Sawlogs and veneer logs, non-coniferous",1970,m3,304800,Official figure
